PRO	NUM	COU	DAY	MON	YEA	H	MN	SEC	TZ	LAT	LON	COD	CITY
PT	1756	I	24	6	1911	8	0	0	-1	45N 0	8E 0	TO	TORINO
PT	1757	I	2	6	1876	4	10	4	-1	38N 0	13E30	PA	PALERMO
PT	1758	I	17	8	1902	0	30	0	-1	44N24	9E 0	GE	GENOVA
PT	1759	I	11	9	1904	22	0	0	-1	38N 0	13E30	PA	PALERMO
PT	1760	I	27	9	1903	2	0	0	-1	43N42	11E30	FI	FIRENZE
PT	1761	I	18	4	1902	5	0	0	-1	45N24	8E30	VC	VALDENGO
PT	1762	I	25	9	1886	12	40	4	-1	45N30	9E 0	NO	INTRA-VERBANIA
PT	1763	I	6	2	1898	19	10	0	-1	41N12	17E 0	BA	TRANI
PT	1764	I	25	9	1896	17	0	0	-1	44N18	8E45	SV	STELLA
PT	1765	I	15	10	1910	14	45	0	-1	45N24	11E 0	VR	VERONA
PT	1766	I	23	7	1892	5	10	4	-1	40N54	14E 0	NA	NAPOLI
PT	1767	I	26	11	1898	1	30	0	-1	46N 0	13E30	UD	VARMO
PT	1768	I	14	6	1892	22	40	4	-1	42N24	13E15	RI	POGGIO BUSTONE
PT	1769	I	18	10	1900	23	45	0	-1	40N30	17E30	TA	GROTTAGLIE
PT	1770	I	19	1	1896	2	0	0	-1	45N30	12E30	VE	VENEZIA
PT	1771	I	20	10	1892	8	40	4	-1	41N36	15E30	FG	FOGGIA
PT	1772	I	23	10	1914	20	30	0	-1	44N42	12E30	FE	FERRARA
PT	1773	I	30	1	1891	5	40	4	-1	40N30	15E45	PZ	GRUMENTO NOVA
PT	1774	I	8	12	1891	10	10	4	-1	38N 6	15E30	RC	REGGIO CALABRIA
PT	1775	I	26	1	1905	17	0	0	-1	39N 0	17E30	CZ	CATANZARO
PT	1776	I	2	11	1894	5	30	0	-1	39N24	9E 0	CA	SENEGHE
PT	1777	I	4	4	1892	12	10	4	-1	45N 0	9E 0	AL	VILLADEATI
PT	1778	I	25	1	1890	6	10	4	-1	45N 0	9E 0	AL	CASALE MONFERRA
PT	1779	I	21	9	1905	8	0	0	-1	41N12	17E 0	BA	TURI
PT	1780	I	29	3	1898	19	30	0	-1	45N 0	8E 0	TO	TORINO
PT	1781	I	1	6	1896	11	0	0	-1	44N 0	10E30	MS	CARRARA
PT	1782	I	3	2	1909	10	0	0	-1	40N54	14E 0	NA	NAPOLI
PT	1783	I	31	10	1905	19	30	0	-1	42N18	14E15	CH	CHIETEI
PT	1784	I	8	2	1904	7	0	0	-1	40N54	14E 0	NA	NAPOLI
PT	1785	I	22	11	1897	18	20	0	-1	45N30	9E15	MI	MILANO
PT	1786	I	7	1	1887	16	10	4	-1	45N 0	9E 0	AL	TORTONA
PT	1787	I	15	9	1900	13	40	0	-1	43N42	8E 0	IM	BORDIGHERA
PT	1788	I	4	6	1894	2	0	0	-1	45N12	9E 0	PV	MORTARA
PT	1789	I	18	2	1873	8	10	4	-1	41N 0	15E 0	AV	AVELLINO
PT	1790	I	13	9	1903	6	30	0	-1	40N54	14E 0	NA	SAN GIORGIO A C
PT	1791	I	14	12	1877	6	19	4	-1	44N36	10E45	RE	REGGIO EMILIA
PT	1792	I	16	6	1915	12	20	0	-1	45N30	12E 0	VI	VICENZA
PT	1793	I	19	3	1920	21	40	0	-1	44N18	8E45	SV	SAVONA
PT	1794	I	8	9	1865	20	0	0	-1	37N30	15E 0	CT	CATANIA
PT	1795	I	28	9	1882	10	10	4	-1	45N24	11E 0	VR	VERONA
PT	1796	I	21	6	1908	5	0	0	-1	44N30	11E 0	BO	GRANAGLIONE
PT	1797	I	21	10	1897	19	0	0	-1	40N36	18E 0	BR	OSTUNI
PT	1798	I	12	6	1890	10	10	4	-1	38N 0	15E30	ME	MESSINA
PT	1799	I	8	2	1903	10	30	0	-1	41N36	15E30	FG	LUCERA
PT	1800	I	19	9	1898	1	15	0	-1	45N 0	8E 0	TO	TORINO
PT	1801	I	6	10	1890	7	10	4	-1	37N30	15E 0	CT	CATANIA
