PRO	NUM	COU	DAY	MON	YEA	H	MN	SEC	TZ	LAT	LON	COD	CITY
M	2435	F	15	8	1846	1	4	40	0	46N 9	1W10	17	ROCHEFORT
M	2436	F	17	8	1835	14	41	4	0	49N46	4E44	08	ATTIGNY
M	2437	F	11	8	1825	21	50	40	0	48N50	2E20	75	PARIS
M	2438	F	9	4	1833	10	54	40	0	44N 1	1E20	82	MONTAUBAN
M	2439	F	9	2	1856	3	47	40	0	50N39	3E 5	59	LILLE
M	2440	F	17	11	1838	0	50	40	0	48N50	2E20	75	PARIS
M	2441	F	5	3	1859	2	47	40	0	50N39	3E 5	59	HERGNIES
M	2442	F	17	8	1846	0	21	28	0	48N50	2E 8	78	STGERMAINENLAVE
M	2443	F	5	4	1841	7	47	40	0	50N39	3E 5	59	BERGUES
M	2444	F	31	10	1843	13	48	56	0	50N18	2E46	62	GUINES
M	2445	F	15	4	1871	15	51	28	0	48N50	2E 8	78	POISSY
M	2446	F	1	4	1837	4	48	56	0	50N18	2E46	62	OIGNIES
M	2447	F	26	1	1828	2	29	0	0	48N35	7E45	67	STRASBOURG
M	2448	F	21	6	1845	14	40	40	0	46N18	4E50	71	STMARTINENGATIN
M	2449	F	16	7	1844	21	4	20	0	49N 7	1W 5	50	CHERBOURG
M	2450	F	26	11	1841	16	49	44	0	44N21	2E34	12	DECAZEVILLE
M	2451	F	7	7	1847	5	35	16	0	49N 7	6E11	57	METZ
M	2452	F	5	3	1821	2	45	32	0	49N34	3E37	02	SAINT-QUENTIN
M	2453	F	26	10	1829	21	39	52	0	47N19	5E 2	21	TALANT
M	2454	F	26	3	1838	21	47	40	0	50N39	3E 5	59	ESTAIRES
M	2455	F	27	2	1831	15	37	8	0	45N11	5E43	38	STMAXIMIN
M	2456	F	16	4	1840	3	29	0	0	48N35	7E45	67	STRASBOURG
M	2457	F	5	6	1803	7	47	40	0	50N39	3E 5	59	LILLE
M	2458	F	28	8	1862	18	38	32	0	43N18	5E22	13	MARSEILLE
M	2459	F	13	10	1847	10	59	20	0	45N39	0E10	16	BLANZAC
M	2460	F	7	5	1836	1	5	4	0	48N47	2E29	94	VITRY
M	2461	F	24	11	1845	21	29	0	0	48N35	7E45	67	STRASBOURG
M	2462	F	7	2	1834	17	42	36	0	43N51	4E21	30	VILLENEUVELESAV
M	2463	F	21	3	1836	7	54	16	0	43N37	1E26	31	CASTELGINET
M	2464	F	15	7	1833	19	52	0	0	49N 0	2E 0	95	GROSLAY
M	2465	F	6	11	1834	2	47	40	0	50N39	3E 5	59	DOUAI
M	2466	F	29	12	1847	9	45	32	0	49N34	3E37	02	SAINT-QUENTIN
M	2467	F	9	5	1839	16	39	52	0	47N19	5E 2	21	AUXONNE
M	2468	F	28	7	1836	11	50	40	0	48N50	2E20	75	PARIS
M	2469	F	18	10	1835	19	17	40	0	50N39	3E 5	59	DOUAI
M	2470	F	11	4	1845	23	30	36	0	48N 5	7E21	68	GUEBWILLER
M	2471	F	28	3	1874	4	45	32	0	49N34	3E37	02	SAINT-QUENTIN
M	2472	F	25	4	1847	10	42	36	0	43N51	4E21	30	BEAUCAIRE
M	2473	F	4	4	1836	4	43	40	0	48N18	4E 5	10	VILLESSLAFERTE
M	2475	F	20	7	1845	19	21	28	0	43N55	2E 8	81	ALBI
M	2476	F	10	8	1849	7	45	32	0	49N34	3E37	02	SOISSONS
M	2477	F	12	10	1835	11	42	36	0	43N51	4E21	30	STANDRECAPCEZE
M	2478	F	1	12	1836	15	47	24	0	46N59	3E 9	58	NEVERS
M	2479	F	30	11	1831	21	48	56	0	50N18	2E46	62	BETHUNE
M	2480	F	13	5	1834	8	47	40	0	50N39	3E 5	59	LILLE
M	2481	F	18	2	1856	6	45	32	0	49N34	3E37	02	VAILLY
M	2482	F	5	3	1815	11	44	28	0	43N37	3E53	34	MONTPELLIER
M	2483	F	31	10	1871	4	47	40	0	50N39	3E 5	59	DOUAI
M	2484	F	3	12	1822	15	49	20	0	48N33	2E40	77	FONTAINEBLEAU
M	2485	F	29	12	1845	18	48	20	0	42N42	2E55	66	LAROQUE
M	2486	F	20	6	1818	2	48	56	0	50N18	2E46	62	CALAIS
M	2487	F	9	9	1847	12	50	40	0	48N50	2E20	75	PARIS
M	2488	F	1	3	1846	1	54	16	0	43N37	1E26	31	TOULOUSE
M	2489	F	29	8	1831	20	47	40	0	50N39	3E 5	59	DOUAI
M	2490	F	15	3	1835	2	35	0	0	44N 6	6E15	04	BARCELONNETTE
M	2491	F	24	9	1840	4	40	40	0	43N57	4E50	84	MERINDOL
M	2492	F	7	3	1845	2	34	8	0	48N10	6E28	88	EPINAL
M	2493	F	27	7	1848	12	57	36	0	44N50	0W34	33	LATESTE
M	2494	F	3	5	1839	19	30	56	0	43N42	7E16	06	ANTIBES
M	2495	F	13	12	1868	20	44	28	0	43N37	3E53	34	MONTPELLIER
M	2496	F	8	3	1834	8	54	16	0	43N37	1E26	31	TOULOUSE
M	2497	F	1	2	1846	11	31	28	0	49N11	0W22	14	CAMBREMER
M	2498	F	8	3	1848	10	54	16	0	43N37	1E26	31	TOULOUSE
M	2499	F	6	5	1852	15	52	24	0	47N54	1E54	45	SCEAUX
M	2500	F	5	9	1839	22	17	24	0	46N59	3E 9	58	NEVERS
M	2501	F	20	1	1833	0	50	36	0	43N12	2E21	11	CARCASSONNE
M	2502	F	22	12	1835	5	37	8	0	45N11	5E43	38	VIENNE
M	2503	F	20	4	1838	11	50	0	0	48N55	2E30	93	EPINAY
M	2504	F	18	9	1837	14	40	40	0	46N18	4E50	71	CHALON-S-SAONE
M	2505	F	25	3	1833	18	18	56	0	50N18	2E46	62	CALAIS
M	2506	F	21	6	1832	15	8	32	0	43N18	5E22	13	MARSEILLE
M	2507	F	27	12	1850	21	4	40	0	46N 9	1W10	17	ROCHEFORT
M	2508	F	22	10	1835	15	34	8	0	48N10	6E28	88	DARNIEULLES
M	2509	F	14	5	1845	6	1	28	0	49N11	0W22	14	AURILLAC
M	2510	F	19	3	1833	0	29	0	0	48N35	7E45	67	ERSTEIN
M	2511	F	11	8	1835	10	52	0	0	49N 0	2E 0	95	LUZARCHES
M	2512	F	29	5	1837	1	49	20	0	48N33	2E40	77	STPIERRELESNEMO
M	2513	F	24	10	1822	13	55	40	0	49N26	1E 5	76	FECAMP
M	2514	F	3	5	1835	1	40	40	0	43N57	4E50	84	THOR
M	2515	F	3	11	1822	1	49	20	0	48N33	2E40	77	MEAUX
M	2516	F	7	2	1847	7	40	24	0	44N56	4E54	26	STPAULTROISCHAT
M	2517	F	12	9	1848	8	59	40	0	43N14	0E 5	65	ARRAS
M	2518	F	12	12	1846	20	54	40	0	47N35	1E20	41	BLOIS
M	2519	F	2	4	1840	20	29	0	0	48N35	7E45	67	STRASBOURG
M	2520	F	1	9	1851	5	29	0	0	48N35	7E45	67	SCHILTIGHEIM
M	2521	F	8	2	1837	1	55	40	0	49N26	1E 5	76	MONVILLE
M	2522	F	22	6	1836	17	29	0	0	48N35	7E45	67	STRASBOURG
M	2523	F	3	2	1862	16	44	28	0	43N37	3E53	34	MONTPELLIER
M	2524	F	11	4	1841	12	51	28	0	48N50	2E 8	78	CHATOU
